calibre_id,title,authors,publisher,year,subjects,topic_tags,rating,formats,description
2213,3rd Degree,James Patterson; Andrew Gross,"Little, Brown",2004,Women Detectives; Washburn; Claire (Fictitious Character); San Francisco; Mystery & Detective; Abused Wives; Women in the Professions; Women Detectives - California - San Francisco; Policewomen; Fiction; California; Boxer; Lindsay (Fictitious Character); Mystery Fiction; Bernhardt; Jill (Fictitious Character); Female Friendship; Women's Murder Club (Imaginary Organization); San Francisco (Calif.); Terrorism; General; Thomas; Cindy (Fictitious Character); San Francisco(Calif.),fiction_general; business_management,6,epub; lit,"Detective Lindsay Boxer and Assistant District Attorney Jill Bernhardt are enjoying a quiet afternoon in San Francisco when a townhouse across the street explodes in flames. A sinister note signed 'August Spies' is found at the scene of the disaster, and the body of an infant who was asleep in the house at the time of the explosion cannot be found. Soon a wave of violent incidents, all with links …"
2013,Along Came a Spider,James Patterson,,2011,,,,epub; mobi,
2214,Along Came a Spider,James Patterson,,2011,,,,epub; lit,
1996,Cradle and All,James Patterson,Vision,2000,Romance; Horror; Fiction; General; Mystery & Detective; Psychological; Suspense Fiction; Good and Evil; Women Sleuths; Catholics; Teenage Pregnancy; Boston; Women Private Investigators; Boston (Mass.); Prophecies; Christian Fiction; Ex-Nuns; Women Private Investigators - Massachusetts - Boston; Religious; Massachusetts,philosophy; fiction_general,6,epub; mobi,"In Boston, a young woman finds herself pregnant--even though she is still a virgin. In Ireland, another young woman discovers she is in the same impossible condition. And in cities all around the world, medical authorities are overwhelmed by epidemics, droughts, famines, floods, and worse. It all feels like a sign that something awful is coming. Anne Fitzgerald, a former nun turned private investi…"
2215,Cradle and All,James Patterson,Vision,2000,Romance; Horror; Fiction; General; Mystery & Detective; Psychological; Suspense Fiction; Good and Evil; Women Sleuths; Catholics; Teenage Pregnancy; Boston; Women Private Investigators; Boston (Mass.); Prophecies; Christian Fiction; Ex-Nuns; Women Private Investigators - Massachusetts - Boston; Religious; Massachusetts,philosophy; fiction_general,6,epub; lit,"In Boston, a young woman finds herself pregnant--even though she is still a virgin. In Ireland, another young woman discovers she is in the same impossible condition. And in cities all around the world, medical authorities are overwhelmed by epidemics, droughts, famines, floods, and worse. It all feels like a sign that something awful is coming. Anne Fitzgerald, a former nun turned private investi…"
2223,First to Die,James Patterson,Hachette Book Group,2001,Fiction; General; Crime; Mystery & Detective; Mystery Fiction; Thrillers; San Francisco (Calif.); Women Detectives; Women in the Professions; Women Detectives - California - San Francisco; California; Women Sleuths; Female Friendship; San Francisco; Serial Murders,fiction_general,8,epub; lit,"Four women-four friends-share a determination to stop a killer who has been stalking newlyweds in San Francisco. Each one holds a piece of the puzzle: Lindsay Boxer is a homicide inspector in the San Francisco Police Department, Claire Washburn is a medical examiner, Jill Bernhardt is an assistant D.A., and Cindy Thomas just started working the crime desk of the San Francisco Chronicle. But the us…"
1995,Four Blind Mice,James Patterson,,2011,,,,epub; mobi,
2224,Four Blind Mice,James Patterson,,2011,,,,epub; lit,
1994,Guilty Wives,James Patterson; David Ellis,"Hachette Digital, Inc.",2012,Thrillers; Suspense; Fiction,fiction_general,6,epub; mobi,"No husbands allowed Only minutes after Abbie Elliot and her three best friends step off of a private helicopter, they enter the most luxurious, sumptuous, sensually pampering hotel they have ever been to. Their lavish presidential suite overlooks Monte Carlo, and they surrender: to the sun and pool, to the sashimi and sake, to the Bruno Paillard champagne. For four days they're free to live someon…"
2225,Guilty Wives,James Patterson; David Ellis,"Hachette Digital, Inc.",2012,Thrillers; Suspense; Fiction,fiction_general,6,epub; lit; mobi,"No husbands allowed Only minutes after Abbie Elliot and her three best friends step off of a private helicopter, they enter the most luxurious, sumptuous, sensually pampering hotel they have ever been to. Their lavish presidential suite overlooks Monte Carlo, and they surrender: to the sun and pool, to the sashimi and sake, to the Bruno Paillard champagne. For four days they're free to live someon…"
1999,Jack & Jill,James Patterson,,2011,,,,epub; mobi,
2226,Jack & Jill,James Patterson,,2011,,,,epub; lit,
1991,Kill Me If You Can,James Patterson,"Little, Brown and Company",2011,Rennette,,,epub; mobi,"Matthew Bannon, a poor art student living in New York City, finds a duffel bag filled with diamonds during a chaotic attack at Grand Central Station. Plans for a worry-free life with his gorgeous girlfriend Katherine fill his thoughts--until he realizes that he is being hunted, and that whoever is after him won't stop until they have reclaimed the diamonds and exacted their revenge. Trailing him i…"
2234,Kill Me If You Can,James Patterson,"Little, Brown and Company",2011,Rennette,,,epub; lit,"Matthew Bannon, a poor art student living in New York City, finds a duffel bag filled with diamonds during a chaotic attack at Grand Central Station. Plans for a worry-free life with his gorgeous girlfriend Katherine fill his thoughts--until he realizes that he is being hunted, and that whoever is after him won't stop until they have reclaimed the diamonds and exacted their revenge. Trailing him i…"
1990,Kiss The Girls,James Patterson,,2011,,,,epub; mobi,
2235,Kiss The Girls,James Patterson,,2011,,,,epub; lit,
1989,London Bridges,James Patterson,,2011,,,,epub; mobi,
2236,London Bridges,James Patterson,,2011,,,,epub; lit,
1993,Pop Goes The Weasel,James Patterson,,2011,,,,epub; mobi,
2237,Pop Goes The Weasel,James Patterson,,2011,,,,epub; lit,
1988,Private Games,James Patterson; Mark Sullivan,Random House UK,2012,,,,epub; mobi,
2238,Private Games,James Patterson; Mark Sullivan,Random House UK,2012,,,,epub; lit; mobi,
1992,Private: #1 Suspect,James Patterson; Maxine Paetro,Hachette Book Group,2011,Fiction.Suspense & Thriller,fiction_general,6,epub; mobi,"Review Acclaim for *Private * "" Private will grab you from page one and force you to sit there until you turn the very last page. A great start to new a series from the master of fast-paced thrill rides."" ( lorisreadingcorner.com ) ""Slick and suspenseful."" ( BookLoons.com ) ""PRIVATE mixes action, mystery and personal drama...Patterson and Paetro may well be on their way to rivaling--and possibly s…"
2239,Private: #1 Suspect,James Patterson; Maxine Paetro,Hachette Book Group,2011,Fiction.Suspense & Thriller,fiction_general,6,epub; lit; mobi,"Review Acclaim for *Private * "" Private will grab you from page one and force you to sit there until you turn the very last page. A great start to new a series from the master of fast-paced thrill rides."" ( lorisreadingcorner.com ) ""Slick and suspenseful."" ( BookLoons.com ) ""PRIVATE mixes action, mystery and personal drama...Patterson and Paetro may well be on their way to rivaling--and possibly s…"
1987,Roses Are Red,James Patterson,,2011,,,,epub; mobi,
3451,Roses Are Red,James Patterson,,2011,,,,epub; lit,
1986,Season of the Machete,James Patterson,,2011,,,,epub; mobi,
2086,Season of the Machete,James Patterson,,2011,,,,epub; lit,
1983,The Big Bad Wolf,James Patterson,Warner Books,2003,,,6,epub; mobi,"Alex Cross battles the most ruthless and powerful killer he has ever encountered - a predator known only as ""the Wolf. ""Alex Cross's first case since joining the FBI has his new colleagues stymied. Across the country, men and women are being kidnapped in broad daylight and then disappearing completely. These people are not being taken for ransom, Alex realizes. They are being bought and sold. And …"
2087,The Big Bad Wolf,James Patterson,Warner Books,2003,,,6,epub; lit,"Alex Cross battles the most ruthless and powerful killer he has ever encountered - a predator known only as ""the Wolf. ""Alex Cross's first case since joining the FBI has his new colleagues stymied. Across the country, men and women are being kidnapped in broad daylight and then disappearing completely. These people are not being taken for ransom, Alex realizes. They are being bought and sold. And …"
1982,The Jester,James Patterson; Andrew Gross,Warner Books,2003,Fiction; Historical Fiction; Historical; Suspense; Juvenile Fiction; Thrillers; Suspense Fiction; Kidnapping; Crusades; France - History - Medieval Period; 987-1515; Fools and Jesters; Relics; France; Nobility; Medieval,fiction_general; history,6,epub; mobi,"You are about to begin the most thrilling James Patterson novel yet. Hugh De Luc returns from the Crusades to discover that his terrifying nightmare has just begun. Merciless killers have slain his young son, kidnapped his wife, Sophie, and destroyed his town in their search for a priceless relic from the Crucifixion. Hugh's quest to find Sophie is one of the most pulse-pounding adventures, myster…"
2088,The Jester,James Patterson; Andrew Gross,Warner Books,2003,Fiction; Historical Fiction; Historical; Suspense; Juvenile Fiction; Thrillers; Suspense Fiction; Kidnapping; Crusades; France - History - Medieval Period; 987-1515; Fools and Jesters; Relics; France; Nobility; Medieval,fiction_general; history,6,epub; lit,"You are about to begin the most thrilling James Patterson novel yet. Hugh De Luc returns from the Crusades to discover that his terrifying nightmare has just begun. Merciless killers have slain his young son, kidnapped his wife, Sophie, and destroyed his town in their search for a priceless relic from the Crucifixion. Hugh's quest to find Sophie is one of the most pulse-pounding adventures, myster…"
1981,The Lake House,James Patterson,Grand Central Publishing,2003,Science Fiction; Fiction; General; Suspense; Espionage; Genetic Engineering; Psychological; Thrillers; Suspense Fiction; Washington (D.C.); Flight; Colorado; Teenagers; Human Experimentation in Medicine,philosophy; fiction_sf; fiction_general; science_general,6,epub; mobi,"The memorable story begun in When the Wind Blows continues in this thrilling novel, and it's one that really soars! Frannie O'Neil, a Colorado veterinarian, knows a terrible secret that will change the history of the world. Kit Harrison, an FBI agent under suspension has seen things that no one in his right mind would believe. A twelve-year-old girl named Max and five other incredible children hav…"
2089,The Lake House,James Patterson,Grand Central Publishing,2003,Science Fiction; Fiction; General; Suspense; Espionage; Genetic Engineering; Psychological; Thrillers; Suspense Fiction; Washington (D.C.); Flight; Colorado; Teenagers; Human Experimentation in Medicine,philosophy; fiction_sf; fiction_general; science_general,6,epub; lit,"The memorable story begun in When the Wind Blows continues in this thrilling novel, and it's one that really soars! Frannie O'Neil, a Colorado veterinarian, knows a terrible secret that will change the history of the world. Kit Harrison, an FBI agent under suspension has seen things that no one in his right mind would believe. A twelve-year-old girl named Max and five other incredible children hav…"
1980,Violets Are Blue,James Patterson,Hachette Book Group,2001,Fiction; Suspense; Vampires; Police; Mystery & Detective; Mystery Fiction; Psychological; Psychological Fiction; Thrillers; Police Procedural; Washington (D.C.); Police Psychologists; Police - Washington (D.C.); Role Playing; Occult & Supernatural; Cross; Alex (Fictitious Character); San Francisco (Calif.); African American Police,philosophy; fiction_general,6,epub; mobi,"D.C. Detective Alex Cross has seen a lot of crime scenes. But even he is appalled by the gruesome murders of two joggers in San Francisco's Golden Gate Park - killings that look more like the work of savage beasts than humans. Local police are horrified and even the FBI is baffled. Then, as Cross is called in to take on the case, the carnage takes off, leaving a trail of bodies across America and …"
2090,Violets Are Blue,James Patterson,Hachette Book Group,2001,Fiction; Suspense; Vampires; Police; Mystery & Detective; Mystery Fiction; Psychological; Psychological Fiction; Thrillers; Police Procedural; Washington (D.C.); Police Psychologists; Police - Washington (D.C.); Role Playing; Occult & Supernatural; Cross; Alex (Fictitious Character); San Francisco (Calif.); African American Police,philosophy; fiction_general,6,epub; lit,"D.C. Detective Alex Cross has seen a lot of crime scenes. But even he is appalled by the gruesome murders of two joggers in San Francisco's Golden Gate Park - killings that look more like the work of savage beasts than humans. Local police are horrified and even the FBI is baffled. Then, as Cross is called in to take on the case, the carnage takes off, leaving a trail of bodies across America and …"
1984,When the Wind Blows,James Patterson,,2011,,,,epub; mobi,
2091,When the Wind Blows,James Patterson,,2011,,,,epub; lit,
1978,Witch & Wizard: The Gift,James Patterson; Ned Rust,"Hachette Digital, Inc.",2010,Fiction; General; Action & Adventure; Juvenile Fiction; Body; Mind & Spirit; Magic; Political Science; Fantasy & Magic; Brothers and Sisters; Rennette; Law & Crime; Fascism & Totalitarianism; Political Ideologies; Totalitarianism; Magick Studies,fiction_fantasy; fiction_general; science_general,,epub; mobi,"Product Description When Whit &amp; Wisty were imprisoned by the wicked forces of the totalitarian regime known as the New Order, they were barely able to escape with their lives. Now part of a hidden community of teens like themselves, Whit and Wisty have established themselves as leaders of the Resistance, willing to sacrifice anything to save kids kidnapped and brutally imprisoned by the New Or…"
2094,Witch & Wizard: The Gift,James Patterson; Ned Rust,"Hachette Digital, Inc.",2010,Fiction; General; Action & Adventure; Juvenile Fiction; Body; Mind & Spirit; Magic; Political Science; Fantasy & Magic; Brothers and Sisters; Rennette; Law & Crime; Fascism & Totalitarianism; Political Ideologies; Totalitarianism; Magick Studies,fiction_fantasy; fiction_general; science_general,,epub; lit,"Product Description When Whit &amp; Wisty were imprisoned by the wicked forces of the totalitarian regime known as the New Order, they were barely able to escape with their lives. Now part of a hidden community of teens like themselves, Whit and Wisty have established themselves as leaders of the Resistance, willing to sacrifice anything to save kids kidnapped and brutally imprisoned by the New Or…"
1977,In the Company of Others,Jan Karon,Viking Adult,2010,Rennette,,,epub; mobi,"SUMMARY: A stirring page-turner from the bestselling author of the Mitford Series. Jan Karon's new series, launched with her New York Times bestselling Home to Holly Springs, thrilled legions of Mitford devotees, and also attracted a whole new set of readers. ""Lovely,"" said USA Today. ""Rejoice!"" said The Washington Post. In this second novel, Father Tim and Cynthia arrive in the west of Ireland, i…"
2095,In the Company of Others,Jan Karon,Viking Adult,2010,Rennette,,,epub; lit,"SUMMARY: A stirring page-turner from the bestselling author of the Mitford Series. Jan Karon's new series, launched with her New York Times bestselling Home to Holly Springs, thrilled legions of Mitford devotees, and also attracted a whole new set of readers. ""Lovely,"" said USA Today. ""Rejoice!"" said The Washington Post. In this second novel, Father Tim and Cynthia arrive in the west of Ireland, i…"
1985,Pride & Prejudice,Jane Austen,"Amazon Digital Services, Inc.",2010,,,,epub; mobi,
2096,Pride & Prejudice,Jane Austen,"Amazon Digital Services, Inc.",2010,,,,epub; lit; mobi,
1976,The Testament of Jessie Lamb,Jane Rogers,Harper Perennial,2011,Fiction; General; Bioterrorism; Women; Rennette,fiction_general,8,epub; mobi,"Review “Jane Rogers has captured Jessie’s voice brilliantly, alternating a teenager’s solipsism with a growing awareness of the wider world. Jessie’s self-conviction is both admirable and infuriating, and the reader is torn between her clear, unequivocal conclusions and the intricate, heartfelt compromises of her parents.” (Times Literary Supplement (London) ) “The novel does not set up an elabora…"
2097,The Testament of Jessie Lamb,Jane Rogers,Harper Perennial,2011,Fiction; General; Bioterrorism; Women; Rennette,fiction_general,8,epub; lit,"Review “Jane Rogers has captured Jessie’s voice brilliantly, alternating a teenager’s solipsism with a growing awareness of the wider world. Jessie’s self-conviction is both admirable and infuriating, and the reader is torn between her clear, unequivocal conclusions and the intricate, heartfelt compromises of her parents.” (Times Literary Supplement (London) ) “The novel does not set up an elabora…"
1975,Duplicate Keys,Jane Smiley,Knopf Doubleday Publishing Group,2010,Rennette,,,epub; mobi,
2098,Duplicate Keys,Jane Smiley,Knopf Doubleday Publishing Group,2010,Rennette,,,epub; lit,
1974,Good Faith,Jane Smiley,Knopf Doubleday Publishing Group,0101,Rennette,,,epub; mobi,
2099,Good Faith,Jane Smiley,Knopf Doubleday Publishing Group,0101,Rennette,,,epub; lit,
1973,Private Life,Jane Smiley,"Random House, Inc.",2010,Fiction; Literary; Psychological; Rennette,philosophy; fiction_general,,epub; mobi,"SUMMARY: A riveting new novel from the Pulitzer Prize-winner that traverses the intimate landscape of one woman's life, from the 1880s to World War II. Margaret Mayfield is nearly an old maid at twenty-seven in post-Civil War Missouri when she marries Captain Andrew Jackson Jefferson Early. He's the most famous man their small town has ever produced: a naval officer and a brilliant astronomer--a g…"
2103,Private Life,Jane Smiley,"Random House, Inc.",2010,Fiction; Literary; Psychological; Rennette,philosophy; fiction_general,,epub; lit,"SUMMARY: A riveting new novel from the Pulitzer Prize-winner that traverses the intimate landscape of one woman's life, from the 1880s to World War II. Margaret Mayfield is nearly an old maid at twenty-seven in post-Civil War Missouri when she marries Captain Andrew Jackson Jefferson Early. He's the most famous man their small town has ever produced: a naval officer and a brilliant astronomer--a g…"
1972,Ten Days in the Hills,Jane Smiley,Knopf,2007,Romance; Fiction; General; Literary; Contemporary; Performing Arts; Interpersonal Relations; Hollywood (Los Angeles; Calif.); Rennette; Individual Director,fiction_general,4,epub; mobi,"From Publishers Weekly Starred Review. Smiley ( A Thousand Acres ) goes Hollywood in this scintillating tale of an extended Decameron -esque L.A. house party. Gathering at the home of washed-up director Max the morning after the 2003 Academy Awards are his Iraq-obsessed girlfriend, Elena; his movie-diva ex-wife Zoe and her yoga instructor–cum–therapist–cum– boyfriend Paul; Max's insufferably PC da…"
2104,Ten Days in the Hills,Jane Smiley,Knopf,2007,Romance; Fiction; General; Literary; Contemporary; Performing Arts; Interpersonal Relations; Hollywood (Los Angeles; Calif.); Rennette; Individual Director,fiction_general,4,epub; lit,"From Publishers Weekly Starred Review. Smiley ( A Thousand Acres ) goes Hollywood in this scintillating tale of an extended Decameron -esque L.A. house party. Gathering at the home of washed-up director Max the morning after the 2003 Academy Awards are his Iraq-obsessed girlfriend, Elena; his movie-diva ex-wife Zoe and her yoga instructor–cum–therapist–cum– boyfriend Paul; Max's insufferably PC da…"
1971,The Greenlanders,Jane Smiley,Anchor,1988,Fiction; Historical Fiction; Historical; History; General; Literary; Middle Ages; Medieval; Rennette; Greenland; Greenland - History,fiction_general; history,8,epub; mobi,"From Publishers Weekly In this vast, intricately patterned novel, Smiley accurately captures the voice of the medieval sagas. Understated, scattered with dreams and warnings, darkened by the brooding sense of unavoidable disasters to come, it is the tale of a Scandinavian settlement that lasted perhaps 500 years. With a meticulous attention to detail, the novel brings daily activities to lifefrom …"
2105,The Greenlanders,Jane Smiley,Anchor,1988,Fiction; Historical Fiction; Historical; History; General; Literary; Middle Ages; Medieval; Rennette; Greenland; Greenland - History,fiction_general; history,8,epub; lit,"From Publishers Weekly In this vast, intricately patterned novel, Smiley accurately captures the voice of the medieval sagas. Understated, scattered with dreams and warnings, darkened by the brooding sense of unavoidable disasters to come, it is the tale of a Scandinavian settlement that lasted perhaps 500 years. With a meticulous attention to detail, the novel brings daily activities to lifefrom …"
1970,Sizzling Sixteen,Janet Evanovich,St. Martin's Press,2010,Fiction; General; Suspense; detective; Mystery & Detective; Humorous Fiction; Humorous; Women Sleuths; Mystery; Fiction - Mystery; American Mystery & Suspense Fiction; Rennette; Contemporary Women; Mystery & Detective - Women Sleuths; Stephanie (Fictitious character); Plum; Women bounty hunters,fiction_general,,epub; mobi,"EDITORIAL REVIEW: Trenton, New Jersey, bounty hunter Stephanie Plum has inherited a lucky” bottle from her Uncle Pip. Problem is, Uncle Pip didn’t specify if the bottle brought good luck or bad luck. . . . BAD LUCK: Vinnie, of Vincent Plum Bail Bonds, has run up a gambling debt of $786,000 with mobster Bobby Sunflower and is being held until the cash can be produced. Nobody else will pay to get V…"
2106,Sizzling Sixteen,Janet Evanovich,St. Martin's Press,2010,Fiction; General; Suspense; detective; Mystery & Detective; Humorous Fiction; Humorous; Women Sleuths; Mystery; Fiction - Mystery; American Mystery & Suspense Fiction; Rennette; Contemporary Women; Mystery & Detective - Women Sleuths; Stephanie (Fictitious character); Plum; Women bounty hunters,fiction_general,,epub; lit,"EDITORIAL REVIEW: Trenton, New Jersey, bounty hunter Stephanie Plum has inherited a lucky” bottle from her Uncle Pip. Problem is, Uncle Pip didn’t specify if the bottle brought good luck or bad luck. . . . BAD LUCK: Vinnie, of Vincent Plum Bail Bonds, has run up a gambling debt of $786,000 with mobster Bobby Sunflower and is being held until the cash can be produced. Nobody else will pay to get V…"
1969,White Oleander,Janet Fitch,"Little, Brown and Company",0101,Rennette,,,epub; mobi,
2107,White Oleander,Janet Fitch,"Little, Brown and Company",0101,Rennette,,,epub; lit,
1968,Collapse: How Societies Choose to Fail or Succeed,Jared Diamond,Penguin Group USA,2011,History; General; Social Science; Political Science; Sociology; World; Nature; Civilization; Historical Geography; Ecology; Environmental Policy; Social History; Public Policy,history; science_general,8,epub; mobi,"Amazon.com Review Jared Diamond's Collapse: How Societies Choose to Fail or Succeed is the glass-half-empty follow-up to his Pulitzer Prize-winning Guns, Germs, and Steel . While Guns, Germs, and Steel explained the geographic and environmental reasons why some human populations have flourished, Collapse uses the same factors to examine why ancient societies, including the Anasazi of the American …"
2108,Collapse: How Societies Choose to Fail or Succeed,Jared Diamond,Penguin Group USA,2011,History; General; Social Science; Political Science; Sociology; World; Nature; Civilization; Historical Geography; Ecology; Environmental Policy; Social History; Public Policy,history; science_general,8,epub; lit,"Amazon.com Review Jared Diamond's Collapse: How Societies Choose to Fail or Succeed is the glass-half-empty follow-up to his Pulitzer Prize-winning Guns, Germs, and Steel . While Guns, Germs, and Steel explained the geographic and environmental reasons why some human populations have flourished, Collapse uses the same factors to examine why ancient societies, including the Anasazi of the American …"
1967,"Guns, Germs, and Steel: The Fates of Human Societies",Jared Diamond,W. W. Norton & Company,2005,Science; History; General; Military; Social Science; Anthropology; Civilization; Human Geography,history; science_general,8,epub; mobi,"With a new chapter. The phenomenal bestseller; over 1.5 million copies sold; is now a major PBS special. Winner of the Pulitzer Prize, Guns, Germs, and Steel is a brilliant work answering the question of why the peoples of certain continents succeeded in invading other continents and conquering or displacing their peoples. This edition includes a new chapter on Japan and all-new illustrations draw…"
2110,"Guns, Germs, and Steel: The Fates of Human Societies",Jared Diamond,W. W. Norton & Company,2005,Science; History; General; Military; Social Science; Anthropology; Civilization; Human Geography,history; science_general,8,epub; lit,"With a new chapter. The phenomenal bestseller; over 1.5 million copies sold; is now a major PBS special. Winner of the Pulitzer Prize, Guns, Germs, and Steel is a brilliant work answering the question of why the peoples of certain continents succeeded in invading other continents and conquering or displacing their peoples. This edition includes a new chapter on Japan and all-new illustrations draw…"
1965,Shades of Grey: A Novel,Jasper Fforde,Penguin Books,2009,,fiction_general,8,epub; mobi,"The New York Times bestseller and ""a rich brew of dystopic fantasy and deadpan goofiness"" ( The Washington Post ) Welcome to Chromatacia, where the societal hierarchy is strictly regulated by one's limited color perception. And Eddie Russet wants to move up. But his plans to leverage his better-than-average red perception and marry into a powerful family are quickly upended. Juggling inviolable ru…"
2111,Shades of Grey: A Novel,Jasper Fforde,Penguin Books,2009,,fiction_general,8,epub; lit,"The New York Times bestseller and ""a rich brew of dystopic fantasy and deadpan goofiness"" ( The Washington Post ) Welcome to Chromatacia, where the societal hierarchy is strictly regulated by one's limited color perception. And Eddie Russet wants to move up. But his plans to leverage his better-than-average red perception and marry into a powerful family are quickly upended. Juggling inviolable ru…"
1979,"Bright Lights, Big City",Jay Mcinerney,Vintage,1983,thriller; Contemporary; Modern; Rennette,,,epub; mobi,"With the publication of Bright Lights, Big City in 1984, Jay McInerney became a literary sensation, heralded as the voice of a generation. The novel follows a young man, living in Manhattan as if he owned it, through nightclubs, fashion shows, editorial offices, and loft parties as he attempts to outstrip mortality and the recurring approach of dawn. With nothing but goodwill, controlled substance…"
2112,"Bright Lights, Big City",Jay Mcinerney,Vintage,1983,thriller; Contemporary; Modern; Rennette,,,epub; lit,"With the publication of Bright Lights, Big City in 1984, Jay McInerney became a literary sensation, heralded as the voice of a generation. The novel follows a young man, living in Manhattan as if he owned it, through nightclubs, fashion shows, editorial offices, and loft parties as he attempts to outstrip mortality and the recurring approach of dawn. With nothing but goodwill, controlled substance…"
1964,In Too Deep,Jayne Ann Krentz,Penguin,2010,Romance; Fiction; General; Suspense; Paranormal; Occult & Supernatural; Occult Fiction; Rennette; Arcane Society (Imaginary organization); Psychics,fiction_general; business_management,,epub; mobi,"Scargill Cove is the perfect place for Fallon Jones, confirmed recluse and investigator of the paranormal. It's a hot spot, a convergence point for unusually strong currents of energy, which might explain why the town attracts misfits and drifters like moths to a flame. Now someone else has been drawn to the Cove - Isabella Valdez, on the run from some very dangerous men. When she starts working a…"
2113,In Too Deep,Jayne Ann Krentz,Penguin,2010,Romance; Fiction; General; Suspense; Paranormal; Occult & Supernatural; Occult Fiction; Rennette; Arcane Society (Imaginary organization); Psychics,fiction_general; business_management,,epub; lit,"Scargill Cove is the perfect place for Fallon Jones, confirmed recluse and investigator of the paranormal. It's a hot spot, a convergence point for unusually strong currents of energy, which might explain why the town attracts misfits and drifters like moths to a flame. Now someone else has been drawn to the Cove - Isabella Valdez, on the run from some very dangerous men. When she starts working a…"
1963,Lark and Termite,Jayne Anne Phillips,Vintage,2009,Fiction; West Virginia; Historical; History; General; War & Military; Sagas; Military; Brothers and Sisters; Domestic Fiction; Rennette; Family Life; Korean War; Korean War; 1950-1953; Nineteen Fifties; Children With Disabilities,fiction_general; history,6,epub; mobi,"From Publishers Weekly Starred Review. From Phillip's ( Motherkind ; Shelter ) comes a long-awaited and wonderful coming-of-age tale of grief and survival. The story straddles a parallel six-day period in July, one in 1959—during which 17-year-old Lark; her brother, Termite, who cant talk; and their aunt and caretaker, Nonie, are struggling to balance hope and despair in smalltown West Virginia—an…"
2114,Lark and Termite,Jayne Anne Phillips,Vintage,2009,Fiction; West Virginia; Historical; History; General; War & Military; Sagas; Military; Brothers and Sisters; Domestic Fiction; Rennette; Family Life; Korean War; Korean War; 1950-1953; Nineteen Fifties; Children With Disabilities,fiction_general; history,6,epub; lit,"From Publishers Weekly Starred Review. From Phillip's ( Motherkind ; Shelter ) comes a long-awaited and wonderful coming-of-age tale of grief and survival. The story straddles a parallel six-day period in July, one in 1959—during which 17-year-old Lark; her brother, Termite, who cant talk; and their aunt and caretaker, Nonie, are struggling to balance hope and despair in smalltown West Virginia—an…"
1961,Girl in Translation,Jean Kwok,Penguin,0101,Rennette,,,epub; mobi,"From Publishers Weekly A resolute yet naïve Chinese girl confronts poverty and culture shock with equal zeal when she and her mother immigrate to Brooklyn in Kwok's affecting coming-of-age debut. Ah-Kim Chang, or Kimberly as she is known in the U.S., had been a promising student in Hong Kong when her father died. Now she and her mother are indebted to Kimberly's Aunt Paula, who funded their trip f…"
2116,Girl in Translation,Jean Kwok,Penguin,0101,Rennette,,,epub; lit,"From Publishers Weekly A resolute yet naïve Chinese girl confronts poverty and culture shock with equal zeal when she and her mother immigrate to Brooklyn in Kwok's affecting coming-of-age debut. Ah-Kim Chang, or Kimberly as she is known in the U.S., had been a promising student in Hong Kong when her father died. Now she and her mother are indebted to Kimberly's Aunt Paula, who funded their trip f…"
1962,Downfall,Jean Rabe,,2011,,,,epub; mobi,
2117,Downfall,Jean Rabe,,2011,,,,epub; lit,
1960,Half Broke Horses,Jeannette Walls,Simon & Schuster,2009,Rennette,,,epub; mobi,"For the first 10 years of her life, Lily Casey Smith, the narrator of this true-life novel by her granddaughter, Walls, lived in a dirt dugout in west Texas. Walls, whose megaselling memoir, The Glass Castle, recalled her own upbringing, writes in what she recalls as Lily's plainspoken voice, whose recital provides plenty of drama and suspense as she ricochets from one challenge to another. Having…"
2118,Half Broke Horses,Jeannette Walls,Simon & Schuster,2009,Rennette,,,epub; lit,"For the first 10 years of her life, Lily Casey Smith, the narrator of this true-life novel by her granddaughter, Walls, lived in a dirt dugout in west Texas. Walls, whose megaselling memoir, The Glass Castle, recalled her own upbringing, writes in what she recalls as Lily's plainspoken voice, whose recital provides plenty of drama and suspense as she ricochets from one challenge to another. Having…"
1958,The Glass Castle: A Memoir,Jeannette Walls,Simon and Schuster,2005,Biography; West Virginia; General; United States; Literary; Biography & Autobiography; Rennette; Problem Families; Dysfunctional Families; Poor; Problem Families - West Virginia - Welch; Homeless Persons - New York (State) - New York - Family Relationships; Walls; Jeannette; Poor - West Virginia - Welch; Case Studies; Children of Alcoholics - United States; Welch; Problem Families - United States; Homeless Persons; Children of Alcoholics - West Virginia - Welch; Children of Alcoholics,biography,8,epub; mobi,"Jeannette Walls grew up with parents whose ideals and stubborn nonconformity were both their curse and their salvation. Rex and Rose Mary Walls had four children. In the beginning, they lived like nomads, moving among Southwest desert towns, camping in the mountains. Rex was a charismatic, brilliant man who, when sober, captured his children's imagination, teaching them physics, geology, and above…"
